id,name,lastname,price,flycode,typePassenger,statusFlight
866,Marys,Mertsching,99511,TU67,EconomyClass,Demorado
867,Milly,Seville,40441,HY45,ExecutiveClass,Demorado
868,Brander,Duligall,80569,MM09,EconomyClass,Demorado
869,Freedman,Surman,45141,BR34,EconomyClass,Aterrizado
870,Hunter,Gallamore,88665,HY45,EconomyClass,Aterrizado
871,Toby,Sorley,86675,GU23,EconomyClass,Demorado
872,Rolando,Acres,19894,IB08,ExecutiveClass,En Horario
873,Austin,Hadley,37987,IB08,FirstClass,Demorado
874,Christie,Jorissen,91939,GU23,EconomyClass,En Horario
875,Dollie,Waring,91003,IB08,EconomyClass,En Horario
876,Jorge,Milburn,41796,TU67,EconomyClass,En Horario
877,Cyril,Carillo,21624,HY45,ExecutiveClass,En Horario
878,Launce,Heckle,82113,BR34,EconomyClass,Demorado
879,Hillery,Fyfield,12047,TU67,ExecutiveClass,Aterrizado
880,Binky,Canton,86851,HY45,EconomyClass,Demorado
881,Tabby,Staff,86714,BA24,EconomyClass,Aterrizado
882,Brod,Clampton,40456,TU67,FirstClass,Demorado
883,Darcie,Ruprecht,18097,BA24,ExecutiveClass,Aterrizado
884,Devonna,Hinz,64804,MM09,ExecutiveClass,Demorado
885,Corena,Flawn,79839,BA24,ExecutiveClass,En Horario
886,Traver,Coppard,60266,TU67,EconomyClass,Demorado
887,Julio,MacDuffie,36502,GU23,EconomyClass,Aterrizado
888,Crosby,Charlet,49283,HY45,FirstClass,Demorado
889,Jules,Widdocks,27799,FR56,FirstClass,En Horario
890,Birgitta,Todhunter,49953,TU67,FirstClass,En Horario
891,Bobine,Ronaldson,67019,IB08,ExecutiveClass,En Horario
892,Christos,Delgado,59795,TU67,EconomyClass,En Horario
893,Nealon,Mattack,39613,GU23,EconomyClass,Aterrizado
894,Dell,Moyser,18388,GU23,FirstClass,Aterrizado
895,Daria,Copper,77391,TU67,ExecutiveClass,En Horario
896,Renell,Hedgecock,70547,IB08,ExecutiveClass,En Horario
897,Francesca,Kures,77686,HY45,EconomyClass,Aterrizado
898,Osbert,Bradtke,98373,BR34,EconomyClass,Aterrizado
899,Orelee,Inger,63970,IB08,ExecutiveClass,Demorado
900,Ara,Tillerton,90437,BR34,ExecutiveClass,Demorado
901,Claudelle,Crank,21612,IB08,FirstClass,En Horario
902,Jdavie,Uden,76343,BA24,FirstClass,Aterrizado
903,Janaye,De Bruin,77298,GU23,ExecutiveClass,Demorado
904,Mariette,De Domenici,49347,GU23,ExecutiveClass,Aterrizado
905,Fey,Dalrymple,77961,TU67,ExecutiveClass,Aterrizado
906,Berti,Halleybone,43723,HY45,ExecutiveClass,En Horario
907,Byrann,Chisman,94742,GU23,FirstClass,En Horario
908,Jacquetta,Northwood,44815,BR34,EconomyClass,Aterrizado
909,Ram,Blewett,37319,TU67,EconomyClass,Aterrizado
910,Andee,Oneil,29366,TU67,FirstClass,Demorado
911,Gian,Giblin,34044,BR34,FirstClass,Demorado
912,Quinlan,Polendine,37021,BR34,EconomyClass,En Horario
913,Erda,Avesque,74012,IB08,FirstClass,En Horario
914,Giorgi,Cline,67596,IB08,FirstClass,Aterrizado
915,Oran,Jacombs,70477,IB08,EconomyClass,Demorado
916,Herschel,Denkel,92132,BA24,ExecutiveClass,Aterrizado
917,Robena,Newland,34048,FR56,FirstClass,En Horario
918,Kettie,Hamber,40117,GU23,ExecutiveClass,Demorado
919,Ainsley,Vignal,92634,GU23,FirstClass,En Horario
920,Lowell,Manoch,61810,MM09,EconomyClass,Aterrizado
921,Mae,McElane,13662,FR56,FirstClass,Aterrizado
922,Suzanna,Spat,73005,TU67,FirstClass,Aterrizado
923,Wilmer,Vaulkhard,45221,FR56,EconomyClass,En Horario
924,Georgena,Thrift,89279,MM09,ExecutiveClass,Aterrizado
925,Robinet,Hadcroft,66732,FR56,FirstClass,Demorado
926,Sileas,Huckin,58197,GU23,ExecutiveClass,Demorado
927,Mirabella,Bodleigh,85049,GU23,ExecutiveClass,En Horario
928,Angele,Hawksworth,74092,BR34,FirstClass,Aterrizado
929,Shayla,Doe,10804,FR56,EconomyClass,Demorado
930,Elnora,Bettenay,92803,BR34,EconomyClass,Demorado
931,Faber,Sidnell,68364,GU23,ExecutiveClass,Demorado
932,Carrissa,Hustings,70076,IB08,ExecutiveClass,Aterrizado
933,Rosie,Kidsley,32472,BR34,ExecutiveClass,En Horario
934,Archibold,Peatt,72593,IB08,FirstClass,En Horario
935,Mary,Caughte,96312,FR56,FirstClass,Demorado
936,Cherilynn,Dobby,80799,BA24,FirstClass,En Horario
937,Gawen,Fenty,17226,BA24,ExecutiveClass,En Horario
938,Shane,Clitsome,77656,HY45,FirstClass,En Horario
939,Denice,Andree,64748,TU67,ExecutiveClass,Aterrizado
940,Gabby,Bernot,78884,IB08,EconomyClass,En Horario
941,Padget,Yegorev,88456,FR56,EconomyClass,En Horario
942,Marji,Younghusband,11838,FR56,ExecutiveClass,En Horario
943,Stanley,Thurman,94728,TU67,FirstClass,En Horario
944,Antonin,Airdrie,71332,MM09,FirstClass,En Horario
945,Jocelyn,Videler,90982,TU67,FirstClass,Aterrizado
946,Jeanine,Caseri,57932,IB08,ExecutiveClass,Aterrizado
947,Gaspar,Pycock,46140,HY45,ExecutiveClass,En Horario
948,Tobias,Reinmar,47424,BA24,EconomyClass,Demorado
949,Roi,Nijssen,32089,GU23,EconomyClass,Aterrizado
950,Zsazsa,Skitterel,42991,BA24,ExecutiveClass,Demorado
951,Shara,Benstead,35512,BA24,EconomyClass,Aterrizado
952,Ignacius,Lewins,51423,TU67,EconomyClass,Aterrizado
953,Rivi,Showl,13484,BA24,EconomyClass,Demorado
954,Heidi,Carle,56037,BR34,ExecutiveClass,Aterrizado
955,Ardenia,Huge,91693,BR34,FirstClass,En Horario
956,Gaby,Bannester,50461,GU23,ExecutiveClass,En Horario
957,Gael,Ligertwood,41651,IB08,ExecutiveClass,Aterrizado
958,Stephie,Hallaways,14675,FR56,FirstClass,Aterrizado
959,Dalli,Stainfield,13113,BA24,EconomyClass,Demorado
960,Keefer,Bellerby,43119,MM09,EconomyClass,Demorado
961,Evyn,Antonik,10340,MM09,FirstClass,Aterrizado
962,Wilton,Romaynes,29460,GU23,FirstClass,Demorado
963,Floris,Skyner,69609,MM09,FirstClass,Demorado
964,Deeanne,Lumox,99900,FR56,ExecutiveClass,Aterrizado
965,Worthy,Fidgin,39017,IB08,ExecutiveClass,En Horario
966,Ariadne,McGorman,79433,GU23,EconomyClass,Demorado
967,Ginevra,Bogue,84552,FR56,FirstClass,Demorado
968,Samuele,Wheowall,61089,MM09,ExecutiveClass,Demorado
969,Christian,Sagrott,13151,BR34,ExecutiveClass,Demorado
970,Gwyneth,Jeffery,28252,GU23,FirstClass,Demorado
971,Joelynn,Hamflett,96066,BR34,ExecutiveClass,En Horario
972,Lisa,Callister,49275,BA24,FirstClass,Demorado
973,Shela,Strainge,13082,MM09,FirstClass,Aterrizado
974,Bertram,Leonard,36164,GU23,EconomyClass,En Horario
975,Doralyn,Kimbling,44448,IB08,FirstClass,Aterrizado
976,Charla,Huntington,54492,MM09,EconomyClass,En Horario
977,Scotti,Shoebottom,45504,BA24,FirstClass,En Horario
978,Lee,Thresh,49439,BA24,ExecutiveClass,En Horario
979,Sonja,Trillow,28791,GU23,EconomyClass,Demorado
980,Kalila,Claricoates,93936,FR56,ExecutiveClass,En Horario
981,Berkeley,Standingford,77193,HY45,ExecutiveClass,Demorado
982,Early,Boddington,20110,MM09,EconomyClass,En Horario
983,Cazzie,Bembridge,58595,FR56,FirstClass,Demorado
984,Walsh,Arnaud,10205,BA24,EconomyClass,En Horario
985,Alejoa,Yankeev,69095,BA24,ExecutiveClass,Aterrizado
986,Mellie,Chattaway,31341,IB08,FirstClass,En Horario
987,Laird,Bartalini,52398,BA24,ExecutiveClass,En Horario
988,Ward,Bernardini,52343,MM09,EconomyClass,En Horario
989,Dody,Lomansey,55404,GU23,FirstClass,Aterrizado
990,Vaughan,Payton,99946,FR56,EconomyClass,Demorado
991,Kriste,Bryant,45609,MM09,ExecutiveClass,Demorado
992,Cissy,Searchwell,44058,BA24,FirstClass,En Horario
993,Sydney,Zahor,32593,BA24,EconomyClass,En Horario
994,Hall,Scarlon,27576,GU23,FirstClass,Aterrizado
995,Rebeka,Grahlmans,64591,HY45,EconomyClass,Aterrizado
996,Travus,Mapholm,49966,GU23,FirstClass,Aterrizado
997,Ximenes,Isgate,64356,HY45,FirstClass,Aterrizado
998,Dex,Bog,22453,BR34,ExecutiveClass,Aterrizado
999,Colby,Clarkin,19347,GU23,ExecutiveClass,Aterrizado
1000,Sande,Paulillo,82486,BA24,FirstClass,En Horario
