id,name,lastname,price,flycode,typePassenger,statusFlight
805,ROSA,POTTER,11291,BR34,FirstClass,Demorado
806,HORTENSE,DREWSON,65699,IB08,ExecutiveClass,En Horario
807,ZEBEDEE,KUHN,79808,FR56,FirstClass,Aterrizado
808,URIAH,ZIEHM,32646,IB08,FirstClass,En Horario
809,CORRINNE,GREVATT,51379,TU67,EconomyClass,Demorado
810,DELMAR,ERASMUS,49334,IB08,EconomyClass,Aterrizado
811,CARYN,DOHRMANN,57070,BA24,EconomyClass,Aterrizado
812,ELLEN,FLACKE,39753,BR34,FirstClass,En Horario
813,JOHANNA,HOLLYER,54669,TU67,EconomyClass,En Horario
814,MARJE,BOTTOMS,62867,FR56,FirstClass,En Horario
815,JOHNNY,BAGWELL,94581,FR56,EconomyClass,Demorado
816,VITTORIA,BLOODWORTHE,90494,BA24,ExecutiveClass,Aterrizado
817,KILE,DILLEY,59499,GU23,ExecutiveClass,Aterrizado
818,NETTA,EINCHCOMBE,95048,TU67,EconomyClass,En Horario
819,DARRYL,CHELAM,65483,IB08,EconomyClass,En Horario
820,MARJ,MCCULLOUCH,81352,FR56,FirstClass,Aterrizado
821,MARTI,WACKLEY,46965,IB08,FirstClass,En Horario
822,DANA,DUTHY,12707,HY45,FirstClass,Aterrizado
823,MARILIN,WENTWORTH,35402,GU23,FirstClass,Demorado
824,RINGO,CALCRAFT,98973,FR56,EconomyClass,Aterrizado
825,MACKENZIE,HOULSTON,53364,HY45,ExecutiveClass,Aterrizado
826,CESAR,WITTS,24701,FR56,EconomyClass,En Horario
827,ELWYN,WOLLER,20507,TU67,EconomyClass,Aterrizado
828,TEDMAN,VERRYAN,26129,TU67,FirstClass,En Horario
829,LORENA,WREIFORD,54110,IB08,EconomyClass,Demorado
830,SHAUN,DEARNLEY,41050,BR34,EconomyClass,Aterrizado
831,FERNE,TREFFRY,86064,TU67,ExecutiveClass,Aterrizado
832,WHITBY,GOATER,18754,BR34,FirstClass,Demorado
833,LAURIE,LAHY,39129,FR56,ExecutiveClass,Demorado
834,IDALIA,BUCKLES,22465,MM09,EconomyClass,Aterrizado
835,SHERWIN,CHETTOE,15842,BA24,FirstClass,Aterrizado
836,ALANSON,ERRATT,34953,IB08,ExecutiveClass,Aterrizado
837,NISSIE,BLIVEN,56151,TU67,ExecutiveClass,Aterrizado
838,GERTRUDA,TETSALL,39503,TU67,ExecutiveClass,En Horario
839,DANNYE,FINES,11557,FR56,ExecutiveClass,Demorado
840,ROSELIN,WELLUM,59523,TU67,ExecutiveClass,Demorado
841,DAISI,THREADKELL,19513,BR34,EconomyClass,En Horario
842,MEAD,RAMBADT,24250,GU23,EconomyClass,En Horario
843,RICCARDO,ANDROLLI,80332,BA24,EconomyClass,En Horario
844,LAINEY,SLESSAR,41361,IB08,ExecutiveClass,Aterrizado
845,ANTON,LIDDIATT,58801,IB08,FirstClass,Demorado
846,JANELLA,HEMSHALL,57343,TU67,EconomyClass,En Horario
847,COLEEN,JEKYLL,11459,BR34,EconomyClass,Demorado
848,COSETTA,STRELITZ,96777,HY45,ExecutiveClass,Aterrizado
849,GIFFARD,HULKS,98296,BR34,ExecutiveClass,Aterrizado
850,MELOSA,OLLIFFE,50584,IB08,ExecutiveClass,Demorado
851,DENIS,MEDDINGS,23169,BR34,ExecutiveClass,Aterrizado
852,CALDWELL,ROWNEY,66358,FR56,FirstClass,Aterrizado
853,STARR,TOPHAM,11917,FR56,FirstClass,Demorado
854,MOIRA,LIDGERTWOOD,70724,GU23,EconomyClass,Aterrizado
855,LIANA,NERN,97840,HY45,ExecutiveClass,Aterrizado
856,SYBILA,BRITTONER,79542,IB08,FirstClass,Aterrizado
857,BAYARD,MACKENNY,57683,BR34,FirstClass,En Horario
858,RAMON,LYNSKEY,87773,GU23,FirstClass,En Horario
859,ZITA,LANGSTAFF,58048,IB08,ExecutiveClass,Demorado
860,MODESTA,KOBA,92504,BR34,EconomyClass,En Horario
861,LIONEL,YAKUSHKEV,93605,BA24,EconomyClass,En Horario
862,ALLIS,JERROMES,65624,FR56,ExecutiveClass,En Horario
863,STAFFORD,FYNN,24427,GU23,EconomyClass,Demorado
864,TIEBOLD,CHSTENEY,95873,GU23,EconomyClass,En Horario
865,JERRILEE,ALDEN,50827,BR34,EconomyClass,En Horario
866,MARYS,MERTSCHING,99511,TU67,EconomyClass,Demorado
867,MILLY,SEVILLE,40441,HY45,ExecutiveClass,Demorado
868,BRANDER,DULIGALL,80569,MM09,EconomyClass,Demorado
869,FREEDMAN,SURMAN,45141,BR34,EconomyClass,Aterrizado
870,HUNTER,GALLAMORE,88665,HY45,EconomyClass,Aterrizado
871,TOBY,SORLEY,86675,GU23,EconomyClass,Demorado
872,ROLANDO,ACRES,19894,IB08,ExecutiveClass,En Horario
873,AUSTIN,HADLEY,37987,IB08,FirstClass,Demorado
874,CHRISTIE,JORISSEN,91939,GU23,EconomyClass,En Horario
875,DOLLIE,WARING,91003,IB08,EconomyClass,En Horario
876,JORGE,MILBURN,41796,TU67,EconomyClass,En Horario
877,CYRIL,CARILLO,21624,HY45,ExecutiveClass,En Horario
878,LAUNCE,HECKLE,82113,BR34,EconomyClass,Demorado
879,HILLERY,FYFIELD,12047,TU67,ExecutiveClass,Aterrizado
880,BINKY,CANTON,86851,HY45,EconomyClass,Demorado
881,TABBY,STAFF,86714,BA24,EconomyClass,Aterrizado
882,BROD,CLAMPTON,40456,TU67,FirstClass,Demorado
883,DARCIE,RUPRECHT,18097,BA24,ExecutiveClass,Aterrizado
884,DEVONNA,HINZ,64804,MM09,ExecutiveClass,Demorado
885,CORENA,FLAWN,79839,BA24,ExecutiveClass,En Horario
886,TRAVER,COPPARD,60266,TU67,EconomyClass,Demorado
887,JULIO,MACDUFFIE,36502,GU23,EconomyClass,Aterrizado
888,CROSBY,CHARLET,49283,HY45,FirstClass,Demorado
889,JULES,WIDDOCKS,27799,FR56,FirstClass,En Horario
890,BIRGITTA,TODHUNTER,49953,TU67,FirstClass,En Horario
891,BOBINE,RONALDSON,67019,IB08,ExecutiveClass,En Horario
892,CHRISTOS,DELGADO,59795,TU67,EconomyClass,En Horario
893,NEALON,MATTACK,39613,GU23,EconomyClass,Aterrizado
894,DELL,MOYSER,18388,GU23,FirstClass,Aterrizado
895,DARIA,COPPER,77391,TU67,ExecutiveClass,En Horario
896,RENELL,HEDGECOCK,70547,IB08,ExecutiveClass,En Horario
897,FRANCESCA,KURES,77686,HY45,EconomyClass,Aterrizado
898,OSBERT,BRADTKE,98373,BR34,EconomyClass,Aterrizado
899,ORELEE,INGER,63970,IB08,ExecutiveClass,Demorado
900,ARA,TILLERTON,90437,BR34,ExecutiveClass,Demorado
901,CLAUDELLE,CRANK,21612,IB08,FirstClass,En Horario
902,JDAVIE,UDEN,76343,BA24,FirstClass,Aterrizado
903,JANAYE,DE BRUIN,77298,GU23,ExecutiveClass,Demorado
904,MARIETTE,DE DOMENICI,49347,GU23,ExecutiveClass,Aterrizado
905,FEY,DALRYMPLE,77961,TU67,ExecutiveClass,Aterrizado
906,BERTI,HALLEYBONE,43723,HY45,ExecutiveClass,En Horario
907,BYRANN,CHISMAN,94742,GU23,FirstClass,En Horario
908,JACQUETTA,NORTHWOOD,44815,BR34,EconomyClass,Aterrizado
909,RAM,BLEWETT,37319,TU67,EconomyClass,Aterrizado
910,ANDEE,ONEIL,29366,TU67,FirstClass,Demorado
911,GIAN,GIBLIN,34044,BR34,FirstClass,Demorado
912,QUINLAN,POLENDINE,37021,BR34,EconomyClass,En Horario
913,ERDA,AVESQUE,74012,IB08,FirstClass,En Horario
914,GIORGI,CLINE,67596,IB08,FirstClass,Aterrizado
915,ORAN,JACOMBS,70477,IB08,EconomyClass,Demorado
916,HERSCHEL,DENKEL,92132,BA24,ExecutiveClass,Aterrizado
917,ROBENA,NEWLAND,34048,FR56,FirstClass,En Horario
918,KETTIE,HAMBER,40117,GU23,ExecutiveClass,Demorado
919,AINSLEY,VIGNAL,92634,GU23,FirstClass,En Horario
920,LOWELL,MANOCH,61810,MM09,EconomyClass,Aterrizado
921,MAE,MCELANE,13662,FR56,FirstClass,Aterrizado
922,SUZANNA,SPAT,73005,TU67,FirstClass,Aterrizado
923,WILMER,VAULKHARD,45221,FR56,EconomyClass,En Horario
924,GEORGENA,THRIFT,89279,MM09,ExecutiveClass,Aterrizado
925,ROBINET,HADCROFT,66732,FR56,FirstClass,Demorado
926,SILEAS,HUCKIN,58197,GU23,ExecutiveClass,Demorado
927,MIRABELLA,BODLEIGH,85049,GU23,ExecutiveClass,En Horario
928,ANGELE,HAWKSWORTH,74092,BR34,FirstClass,Aterrizado
929,SHAYLA,DOE,10804,FR56,EconomyClass,Demorado
930,ELNORA,BETTENAY,92803,BR34,EconomyClass,Demorado
931,FABER,SIDNELL,68364,GU23,ExecutiveClass,Demorado
932,CARRISSA,HUSTINGS,70076,IB08,ExecutiveClass,Aterrizado
933,ROSIE,KIDSLEY,32472,BR34,ExecutiveClass,En Horario
934,ARCHIBOLD,PEATT,72593,IB08,FirstClass,En Horario
935,MARY,CAUGHTE,96312,FR56,FirstClass,Demorado
936,CHERILYNN,DOBBY,80799,BA24,FirstClass,En Horario
937,GAWEN,FENTY,17226,BA24,ExecutiveClass,En Horario
938,SHANE,CLITSOME,77656,HY45,FirstClass,En Horario
939,DENICE,ANDREE,64748,TU67,ExecutiveClass,Aterrizado
940,GABBY,BERNOT,78884,IB08,EconomyClass,En Horario
941,PADGET,YEGOREV,88456,FR56,EconomyClass,En Horario
942,MARJI,YOUNGHUSBAND,11838,FR56,ExecutiveClass,En Horario
943,STANLEY,THURMAN,94728,TU67,FirstClass,En Horario
944,ANTONIN,AIRDRIE,71332,MM09,FirstClass,En Horario
945,JOCELYN,VIDELER,90982,TU67,FirstClass,Aterrizado
946,JEANINE,CASERI,57932,IB08,ExecutiveClass,Aterrizado
947,GASPAR,PYCOCK,46140,HY45,ExecutiveClass,En Horario
948,TOBIAS,REINMAR,47424,BA24,EconomyClass,Demorado
949,ROI,NIJSSEN,32089,GU23,EconomyClass,Aterrizado
950,ZSAZSA,SKITTEREL,42991,BA24,ExecutiveClass,Demorado
951,SHARA,BENSTEAD,35512,BA24,EconomyClass,Aterrizado
952,IGNACIUS,LEWINS,51423,TU67,EconomyClass,Aterrizado
953,RIVI,SHOWL,13484,BA24,EconomyClass,Demorado
954,HEIDI,CARLE,56037,BR34,ExecutiveClass,Aterrizado
955,ARDENIA,HUGE,91693,BR34,FirstClass,En Horario
956,GABY,BANNESTER,50461,GU23,ExecutiveClass,En Horario
957,GAEL,LIGERTWOOD,41651,IB08,ExecutiveClass,Aterrizado
958,STEPHIE,HALLAWAYS,14675,FR56,FirstClass,Aterrizado
959,DALLI,STAINFIELD,13113,BA24,EconomyClass,Demorado
960,KEEFER,BELLERBY,43119,MM09,EconomyClass,Demorado
961,EVYN,ANTONIK,10340,MM09,FirstClass,Aterrizado
962,WILTON,ROMAYNES,29460,GU23,FirstClass,Demorado
963,FLORIS,SKYNER,69609,MM09,FirstClass,Demorado
964,DEEANNE,LUMOX,99900,FR56,ExecutiveClass,Aterrizado
965,WORTHY,FIDGIN,39017,IB08,ExecutiveClass,En Horario
966,ARIADNE,MCGORMAN,79433,GU23,EconomyClass,Demorado
967,GINEVRA,BOGUE,84552,FR56,FirstClass,Demorado
968,SAMUELE,WHEOWALL,61089,MM09,ExecutiveClass,Demorado
969,CHRISTIAN,SAGROTT,13151,BR34,ExecutiveClass,Demorado
970,GWYNETH,JEFFERY,28252,GU23,FirstClass,Demorado
971,JOELYNN,HAMFLETT,96066,BR34,ExecutiveClass,En Horario
972,LISA,CALLISTER,49275,BA24,FirstClass,Demorado
973,SHELA,STRAINGE,13082,MM09,FirstClass,Aterrizado
974,BERTRAM,LEONARD,36164,GU23,EconomyClass,En Horario
975,DORALYN,KIMBLING,44448,IB08,FirstClass,Aterrizado
976,CHARLA,HUNTINGTON,54492,MM09,EconomyClass,En Horario
977,SCOTTI,SHOEBOTTOM,45504,BA24,FirstClass,En Horario
978,LEE,THRESH,49439,BA24,ExecutiveClass,En Horario
979,SONJA,TRILLOW,28791,GU23,EconomyClass,Demorado
980,KALILA,CLARICOATES,93936,FR56,ExecutiveClass,En Horario
981,BERKELEY,STANDINGFORD,77193,HY45,ExecutiveClass,Demorado
982,EARLY,BODDINGTON,20110,MM09,EconomyClass,En Horario
983,CAZZIE,BEMBRIDGE,58595,FR56,FirstClass,Demorado
984,WALSH,ARNAUD,10205,BA24,EconomyClass,En Horario
985,ALEJOA,YANKEEV,69095,BA24,ExecutiveClass,Aterrizado
986,MELLIE,CHATTAWAY,31341,IB08,FirstClass,En Horario
987,LAIRD,BARTALINI,52398,BA24,ExecutiveClass,En Horario
988,WARD,BERNARDINI,52343,MM09,EconomyClass,En Horario
989,DODY,LOMANSEY,55404,GU23,FirstClass,Aterrizado
990,VAUGHAN,PAYTON,99946,FR56,EconomyClass,Demorado
991,KRISTE,BRYANT,45609,MM09,ExecutiveClass,Demorado
992,CISSY,SEARCHWELL,44058,BA24,FirstClass,En Horario
993,SYDNEY,ZAHOR,32593,BA24,EconomyClass,En Horario
994,HALL,SCARLON,27576,GU23,FirstClass,Aterrizado
995,REBEKA,GRAHLMANS,64591,HY45,EconomyClass,Aterrizado
996,TRAVUS,MAPHOLM,49966,GU23,FirstClass,Aterrizado
997,XIMENES,ISGATE,64356,HY45,FirstClass,Aterrizado
998,DEX,BOG,22453,BR34,ExecutiveClass,Aterrizado
999,COLBY,CLARKIN,19347,GU23,ExecutiveClass,Aterrizado
1000,SANDE,PAULILLO,82486,BA24,FirstClass,En Horario
1001,DANTE,SALDIVAR,20022,SA21,ExecutiveClass,Aterrizado
